309,312,146
324,317,99
332,317,93
286,318,116
296,318,96
317,320,84
272,322,41
300,321,120
335,321,83
275,324,276
328,323,94
346,325,93
335,325,111
306,329,174
271,331,86
340,330,65
271,334,82
275,335,162
298,336,76
363,336,196
272,338,16
280,338,238
274,338,83
303,339,84
313,342,151
335,341,61
275,346,101
292,346,81
366,346,67
295,347,63
313,350,45
315,350,157
281,351,151
291,352,109
332,353,516
384,351,89
334,354,157
298,357,61
300,357,61
305,362,137
370,360,61
374,361,77
309,363,50
309,365,82
319,370,108
387,371,87
392,372,67
311,374,105
411,385,64
331,387,64
398,387,66
407,390,94
324,394,65
403,395,97
322,399,199
409,399,115
337,402,115
405,409,103
411,413,128
415,412,74
369,413,162
354,418,74
404,417,74
408,417,64
405,422,84
396,422,63
390,424,88
366,427,80
382,426,64
378,427,70
368,429,107
401,431,141
380,435,66
