368,36,81
398,63,107
373,74,100
358,75,113
384,76,120
375,78,157
406,85,43
355,85,162
404,88,81
336,91,92
344,100,99
386,104,117
332,106,118
360,106,90
380,114,81
357,129,92
308,141,86
382,141,98
309,145,80
342,146,82
364,159,380
365,162,288
367,162,92
400,164,85
397,169,84
381,170,107
312,173,79
395,185,79
318,191,76
337,193,204
319,201,138
337,207,375
368,210,78
380,211,105
323,214,84
373,215,181
337,217,80
382,218,42
327,219,189
374,222,100
378,220,88
345,223,69
375,224,115
367,228,117
347,229,81
376,232,103
362,234,167
