378,64,160
400,71,71
375,74,117
344,77,95
412,79,103
380,82,207
387,84,178
339,85,224
411,84,96
397,88,236
366,93,122
373,93,120
355,96,148
416,96,61
351,102,187
385,104,129
394,110,63
340,113,262
426,123,64
329,129,117
323,131,173
415,133,72
383,137,68
325,139,68
384,143,165
394,141,112
328,151,101
386,151,150
335,158,64
365,161,65
313,171,223
312,179,319
371,178,106
350,183,145
381,188,295
385,187,82
336,190,159
342,191,127
345,195,148
319,199,254
387,203,135
368,205,142
353,209,131
381,209,65
374,211,236
316,215,152
325,218,208
361,219,95
343,221,42
378,221,62
322,224,162
330,226,128
352,225,142
354,225,96
338,228,245
342,229,199
362,230,104
366,236,79
377,235,63
