269,79,64
235,107,79
245,126,115
235,131,107
236,137,86
254,138,69
289,144,33
208,146,82
250,150,173
251,151,155
271,151,248
285,150,70
225,151,62
203,153,69
250,154,181
282,154,73
186,160,78
195,162,65
182,162,112
211,167,69
240,167,82
195,167,65
277,169,93
182,174,68
258,174,197
257,177,87
210,178,66
225,179,79
250,178,150
152,182,92
240,183,140
245,183,190
303,183,79
190,185,224
243,187,63
255,188,153
171,189,157
189,194,63
270,194,64
262,198,72
237,199,61
139,202,83
241,201,62
230,203,63
131,207,72
262,208,90
238,210,20
168,210,65
240,211,208
159,211,68
253,212,103
296,212,65
139,213,110
175,215,96
317,215,163
283,216,62
118,218,194
183,218,64
164,219,104
191,220,62
198,221,140
109,223,61
285,223,80
186,224,62
222,227,86
261,227,182
265,227,107
114,228,98
209,230,71
169,235,96
248,235,80
141,238,181
234,238,72
145,239,68
216,241,537
90,241,130
154,240,76
219,242,166
216,244,116
117,244,61
103,248,103
166,250,94
144,251,64
177,251,113
118,253,201
127,254,174
197,253,62
137,256,61
193,259,110
155,260,87
106,262,17
120,263,171
87,266,64
145,270,76
124,276,111
