154,42,176
356,61,230
213,66,165
183,68,167
365,68,177
225,74,155
344,75,197
359,75,180
255,79,197
377,80,163
356,83,163
246,85,208
373,93,215
259,98,162
192,102,156
226,102,163
261,103,194
218,104,163
268,104,185
214,107,173
228,108,163
243,108,163
86,110,155
107,110,157
272,112,165
218,113,188
236,118,162
70,122,167
253,122,156
339,123,200
360,127,236
322,130,249
77,136,192
293,140,231
109,144,170
129,148,172
238,151,183
227,157,188
246,159,180
301,159,160
363,161,173
292,164,179
404,164,238
146,169,192
331,170,168
385,170,165
206,171,164
359,174,168
368,179,209
355,179,185
331,181,204
299,191,173
238,201,194
471,204,186
112,208,159
474,210,166
455,222,201
312,224,157
475,225,195
420,227,160
168,229,163
242,229,203
229,238,157
331,241,244
283,248,160
296,249,179
324,249,219
327,253,166
347,255,233
426,255,195
331,255,175
285,267,226
437,269,159
410,278,180
449,277,207
358,289,162
318,292,276
511,292,165
390,295,181
259,301,226
151,303,158
249,304,168
450,305,156
81,310,158
204,311,183
250,313,257
189,318,227
273,317,177
311,317,161
275,323,182
135,326,167
192,327,159
122,328,169
233,328,161
481,329,164
187,330,200
166,332,180
347,332,181
245,332,160
479,335,126
87,342,160
398,346,260
18,347,164
408,346,162
125,351,187
413,351,186
159,353,239
398,353,175
165,355,139
387,355,263
278,357,184
378,358,223
98,358,157
30,359,204
395,360,216
38,360,167
230,366,169
127,371,164
138,375,166
158,375,165
14,381,159
335,402,161
353,408,157
34,409,161
233,413,201
292,413,162
297,417,195
236,417,165
291,418,243
315,418,198
93,431,166
327,432,206
404,434,157
127,437,156
242,436,190
251,440,158
201,451,191
246,451,183
53,454,234
224,470,183
264,473,189
256,475,238
197,484,161
190,491,180
293,503,170
466,505,165
