5.99309173490442,6.53550363075262,7.52227344091499,9.04971819747227,11.0201240821741,25,30,35,40,45,50
5.35687263108577,5.615589866692,6.17112753682156,7.21138493850396,8.82428299495428,20,25,30,35,40,45
4.89488180127842,4.98599704548996,5.23790337705371,5.80888927772664,6.9112759225503,8.61652506805599,20,25,30,35,40
4.50321992330843,4.5366083391427,4.61592826081587,4.86022171744851,5.44949093963347,6.62436814104609,8.42799390084067,20,25,30,35
2.81486856202136,3.7255400468133,4.17996176958507,4.24681954406589,4.48253777969112,5.09376033596635,6.35343396033289,8.25986148676263,20,25,30
2.67447442117021,2.53991910595456,2.41962079795679,3.82545176867605,3.8788494168464,4.10485757472816,4.74286234075291,6.10188612407556,15,20,25
2.57884672555288,2.40570499201667,2.25882881652413,2.1947906750114,3.47294251248289,3.51225488575791,3.7271738099168,4.39847806836302,5.87337215974761,15,20
2.62494995433095,2.32986620557187,2.13088477026003,2.04013817583445,1.9474842473846,3.0842323197606,3.14732953687847,3.34949154380337,4.06309301698002,5.67158117528736,15
4.10364322953931,2.51003610756477,2.08825132181017,1.92893652286975,1.80019783867648,1.74032898322959,2.37613363542818,2.78445561251532,2.97180965310654,3.74046814107838,5.49991388429499
3.81728825562791,2.92991135112003,3.21559512776873,2.01890107370431,1.72641843475341,1.61817137382262,1.50543664768158,1.45055647135219,2.4234336800704,2.59412684385181,3.43638205765522
2.56442001569729,1.99497310487954,84875.9162187234,3.12742592568337,9538.23462368567,1.77105982386368,1.4005583668611,1.28191870079872,1.21478691546187,2.06611654002213,2.21643856893188
