11,11,20,0.129659470706463
11,11,21,0.152819821276291
11,11,22,0.177076133957373
11,11,23,0.201019960979226
11,11,24,0.222658293201136
11,11,25,0.239502051420898
11,11,26,0.248870001550411
11,11,27,0.248450391658057
11,11,28,0.237044841343275
11,11,29,0.215233917347275
11,11,30,0.185568082757838
11,11,31,0.152002415070255
11,11,32,0.118727051521328
11,11,33,0.0889910322639509
11,11,34,0.0645119508494335
11,11,35,0.0455947656805906
11,11,36,0.0316445199351856
11,11,37,0.0216941791678083
11,11,38,0.0147568517520802
11,11,39,0.00999220511625404
11,11,40,0.0067505097993686
11,11,41,0.00455720530338117
11,11,42,0.00307755366669612
11,11,43,0.00208047796855853
11,11,44,0.00140855084862445
11,11,45,0.000955356214434647
11,11,46,0.000649271206634722
11,11,47,0.000442189385103308
11,11,48,0.000301817471346956
11,11,49,0.000206468127335092
11,11,50,0.000141561030964669
11,11,51,9.72791634697209e-05
11,11,52,6.70009013908235e-05
11,11,53,4.62511758057731e-05
11,11,54,3.19993428165569e-05
11,11,55,2.21885623691377e-05
11,11,56,1.54198454652103e-05
11,11,57,1.07395499908605e-05
11,11,58,7.49617159074514e-06
11,11,59,5.24363351764001e-06
11,11,60,3.67583867885385e-06
11,11,61,2.58228253380689e-06
11,11,62,1.81788409667506e-06
11,11,63,1.28243598855251e-06
11,11,64,9.06576152276048e-07
11,11,65,6.42190759164213e-07
11,11,66,4.55834442462893e-07
11,11,67,3.2420953324633e-07
11,11,68,2.3105336712176e-07
11,11,69,1.64990561524966e-07
11,11,70,1.1804800797784e-07
11,11,71,8.46259506353495e-08
11,11,72,6.07836037859831e-08
11,11,73,4.37421432148808e-08
11,11,74,3.15382225935971e-08
11,11,75,2.27819462545031e-08
11,11,76,1.64874638998741e-08
11,11,77,1.19541691781912e-08
11,11,78,8.68321507151139e-09
11,11,79,6.31874126803812e-09
11,11,80,4.60641200837619e-09
11,11,81,3.3641121997067e-09
11,11,82,2.46120134777414e-09
11,11,83,1.80379133526349e-09
11,11,84,1.32428534629401e-09
11,11,85,9.73927271214632e-10
11,11,86,7.17488623554273e-10
11,11,87,5.29469245943986e-10
11,11,88,3.91378929112152e-10
11,11,89,2.8978763824612e-10
11,11,90,2.14921969064357e-10
11,11,91,1.59659618833618e-10
11,11,92,1.18800080869716e-10
11,11,93,8.8540064161412e-11
11,12,20,0.0253511024341347
11,12,21,0.0310810259817505
11,12,22,0.0376060402324214
11,12,23,0.0447863854029386
11,12,24,0.0523367685574165
11,12,25,0.0597947106149356
11,12,26,0.0665168349777493
11,12,27,0.0717286829014904
11,12,28,0.0746485739159943
11,12,29,0.0746789889947163
11,12,30,0.0716096751724933
11,12,31,0.0657339151678736
11,12,32,0.0577954171894921
11,12,33,0.0487759220102922
11,12,34,0.0396334207120297
11,12,35,0.0311130931577518
11,12,36,0.0236781125836648
11,12,37,0.017531331043737
11,12,38,0.0126773233842333
11,12,39,0.00899153545063844
11,12,40,0.00628280682004475
11,12,41,0.00434316005585336
11,12,42,0.00298095835526737
11,12,43,0.00203725000781874
11,12,44,0.00138928653102083
11,12,45,0.000946781596266624
11,12,46,0.000645451479951364
11,12,47,0.00044048410603566
11,12,48,0.000301053830384206
11,12,49,0.000206124917107072
11,12,50,0.000141406162459955
11,12,51,9.72089869569643e-05
11,12,52,6.69689639336508e-05
11,12,53,4.62365770188632e-05
11,12,54,3.19926400814998e-05
11,12,55,2.21854713192504e-05
11,12,56,1.54184137020016e-05
11,12,57,1.07388838970699e-05
11,12,58,7.49586035946926e-06
11,12,59,5.24348746905523e-06
11,12,60,3.67576985182719e-06
11,12,61,2.58224996149597e-06
11,12,62,1.81786861757099e-06
11,12,63,1.2824286021984e-06
11,12,64,9.06572613275989e-07
11,12,65,6.42189056707704e-07
11,12,66,4.55833620229347e-07
11,12,67,3.24209134573528e-07
11,12,68,2.31053173069514e-07
11,12,69,1.64990466709404e-07
11,12,70,1.18047961475208e-07
11,12,71,8.46259277430045e-08
11,12,72,6.07835924751256e-08
11,12,73,4.37421376060711e-08
11,12,74,3.15382198023844e-08
11,12,75,2.27819448605793e-08
11,12,76,1.64874632013434e-08
11,12,77,1.19541688269477e-08
11,12,78,8.68321489430352e-09
11,12,79,6.31874117833972e-09
11,12,80,4.60641196282624e-09
11,12,81,3.36411217650252e-09
11,12,82,2.46120133591666e-09
11,12,83,1.80379132918579e-09
11,12,84,1.32428534316953e-09
11,12,85,9.73927269603699e-10
11,12,86,7.17488622721344e-10
11,12,87,5.29469245512133e-10
11,12,88,3.91378928887646e-10
11,12,89,2.89787638129103e-10
11,12,90,2.14921969003213e-10
11,12,91,1.59659618801591e-10
11,12,92,1.18800080852902e-10
11,12,93,8.85400641525648e-11
11,13,20,0.00399064338661511
11,13,21,0.00503064571720052
11,13,22,0.00626345182322186
11,13,23,0.00768392631245424
11,13,24,0.0092621635849095
