367,32,159
372,46,200
102,56,218
95,57,169
106,58,206
116,58,163
369,60,186
111,61,244
144,60,180
344,61,166
132,66,173
399,66,310
74,68,230
154,71,171
272,73,439
281,72,481
382,72,170
96,72,164
75,74,180
365,73,178
385,74,176
393,73,177
91,74,173
398,74,176
178,77,168
334,78,385
271,78,174
358,80,232
373,82,186
279,83,211
124,83,169
417,83,170
161,85,217
260,85,201
364,85,303
388,85,169
150,85,179
387,88,316
163,91,221
58,91,168
203,91,174
361,93,165
381,92,224
265,93,308
185,94,210
351,93,172
369,93,201
395,93,175
400,93,207
415,94,207
211,95,349
343,96,195
258,96,171
291,96,216
358,95,195
363,95,231
381,95,263
200,96,172
327,97,166
340,98,249
375,97,192
386,98,284
413,97,256
420,97,192
207,100,177
362,101,265
384,102,176
375,103,234
276,105,327
280,105,339
370,104,173
154,106,173
168,107,193
429,108,136
56,108,185
391,108,153
246,108,166
252,110,333
255,110,174
295,110,404
210,111,177
323,112,413
326,111,170
388,111,180
399,112,224
264,113,291
375,112,174
184,115,273
259,115,358
425,116,161
165,116,207
173,116,293
343,116,191
265,117,315
192,118,261
131,118,169
153,119,222
286,119,240
419,118,172
425,118,171
268,120,174
321,120,266
71,120,189
162,121,209
293,121,254
390,120,207
412,121,183
244,122,179
353,122,241
253,125,292
398,124,181
164,125,175
247,126,257
354,126,198
148,126,177
176,127,222
421,127,185
191,129,276
259,128,172
343,128,233
236,130,170
252,131,194
274,131,360
278,130,185
418,132,264
131,132,175
246,134,178
336,133,226
187,134,233
399,133,182
62,136,141
169,136,425
253,136,376
256,135,183
373,136,167
114,137,217
245,136,296
266,137,300
131,137,184
141,138,176
54,139,183
120,138,190
145,138,232
251,139,250
324,141,301
62,141,230
384,140,167
53,142,308
140,143,283
214,143,231
46,144,213
326,143,307
72,145,165
127,145,168
242,145,341
248,149,239
311,148,275
60,150,188
325,149,194
363,148,168
277,152,402
66,152,174
104,152,181
132,152,206
141,152,224
247,151,185
60,152,173
120,153,225
398,153,324
80,154,305
54,154,212
87,154,171
279,154,215
93,156,164
242,156,134
376,156,218
110,156,182
246,156,142
231,157,206
260,158,274
78,159,184
83,160,186
251,160,250
314,160,382
325,159,167
343,159,198
411,159,179
360,160,172
241,162,212
100,162,181
332,163,291
207,166,296
112,166,263
254,166,244
407,167,217
262,168,334
383,168,264
254,169,292
268,170,398
364,170,179
270,173,334
304,172,708
382,171,169
404,172,208
182,173,176
232,175,265
239,176,232
173,176,168
250,176,208
308,178,179
185,179,216
394,182,242
247,185,336
251,185,435
352,185,167
288,188,455
395,188,242
250,188,290
166,190,182
320,190,166
370,191,186
145,192,172
173,191,181
312,192,230
325,192,330
270,193,585
389,192,170
205,194,195
398,194,211
316,195,265
362,196,294
300,198,317
382,197,292
143,198,174
313,198,246
393,199,241
332,199,168
273,201,321
241,202,352
225,202,189
261,202,184
197,205,120
376,204,289
396,205,198
390,206,210
322,206,254
195,208,299
199,207,176
260,208,250
329,208,241
254,208,170
332,211,135
364,210,185
382,210,275
240,210,176
388,211,242
108,212,257
259,214,160
324,215,360
333,213,342
362,215,223
371,216,233
223,215,169
250,215,166
256,215,192
344,216,156
378,216,236
180,218,268
326,217,266
190,218,175
235,218,173
337,219,186
373,220,197
362,220,259
113,221,190
345,222,152
366,221,199
376,220,136
134,221,179
355,222,173
187,223,221
341,223,211
154,223,232
329,224,175
387,224,283
122,224,213
322,225,188
345,225,300
348,226,226
367,224,207
250,226,400
264,226,173
356,226,193
323,229,383
348,229,190
369,229,188
373,229,275
383,228,199
133,231,226
326,231,181
117,231,171
125,233,139
332,233,193
356,233,286
363,233,219
377,233,272
127,234,242
143,234,340
222,233,258
340,234,239
344,234,188
90,235,251
100,235,321
81,236,329
119,236,223
214,236,362
143,239,279
195,237,192
346,238,297
111,239,187
153,240,246
368,239,179
145,240,190
217,241,290
226,240,155
322,240,170
117,242,304
135,244,258
216,243,174
223,243,186
246,243,162
49,245,373
97,245,228
121,245,248
100,247,242
331,246,291
206,247,311
126,249,166
84,250,341
68,251,298
76,250,211
115,251,183
166,250,174
132,251,230
174,252,191
177,251,209
185,252,283
195,252,180
209,253,271
88,254,173
367,255,339
113,254,232
199,254,179
173,255,179
187,258,288
147,260,391
190,259,169
107,262,180
164,264,355
120,264,189
143,264,184
170,266,164
96,266,168
104,266,277
111,269,360
146,271,156
143,271,321
153,271,216
107,273,168
115,274,296
123,275,278
153,276,201
131,278,137
120,280,232
141,280,230
289,307,168
311,307,176
319,311,166
295,314,189
282,317,216
268,317,350
300,318,244
284,319,320
292,321,195
317,321,507
321,321,231
296,322,257
299,323,204
269,326,223
334,325,165
266,328,285
270,328,300
274,329,225
333,328,247
289,332,201
297,332,295
338,334,492
271,335,378
