257,22,171
481,70,180
502,69,176
196,101,223
483,110,378
274,134,207
247,137,212
274,155,183
270,165,187
358,167,202
287,169,211
416,177,219
375,178,225
138,179,178
419,179,180
459,180,221
349,183,175
355,187,174
398,187,183
299,193,186
447,195,235
461,196,249
243,196,218
210,197,175
457,199,218
243,200,204
401,202,240
137,203,197
321,208,196
433,208,196
458,210,309
233,212,209
426,212,241
305,212,213
361,213,301
381,214,172
383,215,306
285,220,306
187,219,175
192,219,197
246,221,197
287,220,182
129,223,190
69,223,183
337,224,188
478,228,233
441,231,228
484,231,222
388,232,206
413,231,189
315,232,178
337,233,188
368,233,152
407,234,198
359,239,215
328,242,179
424,241,191
475,242,239
455,242,197
420,243,236
468,244,209
404,245,186
245,246,200
423,247,201
233,249,179
336,250,255
81,255,179
491,257,203
383,260,262
418,264,256
340,266,231
418,266,204
349,268,246
399,268,273
363,269,201
457,269,336
481,269,216
385,270,183
315,272,208
396,272,212
438,274,271
64,281,256
398,281,180
508,287,364
410,289,190
284,292,230
268,299,211
333,300,187
355,309,232
198,309,182
203,309,174
466,310,285
273,321,222
228,323,175
203,329,195
190,331,173
426,332,277
218,333,245
206,337,197
88,344,179
366,349,203
310,351,221
141,352,251
111,353,202
77,353,204
281,353,180
366,354,253
369,354,195
138,356,184
296,356,185
300,360,165
508,360,184
502,363,226
316,364,186
368,367,275
102,369,249
504,369,183
346,370,184
101,374,178
319,374,326
307,375,211
273,375,223
504,376,186
152,377,200
248,380,210
273,380,222
366,379,187
235,385,223
195,385,187
297,387,190
166,389,217
328,388,191
190,394,197
272,396,205
298,397,228
309,398,184
192,399,180
139,404,241
282,404,178
256,410,189
509,410,183
383,416,178
396,416,191
282,422,183
26,423,189
342,424,186
348,424,181
478,427,181
22,429,170
346,429,246
335,432,213
34,438,189
129,440,225
297,442,178
307,446,262
39,449,196
391,449,276
301,449,197
418,452,202
354,453,202
218,454,209
349,456,194
351,456,204
337,458,184
100,463,290
122,467,204
214,469,211
322,468,186
234,471,178
316,475,277
158,477,179
215,479,176
310,479,192
378,480,234
96,481,178
401,483,247
246,494,224
473,495,186
403,502,230
261,503,187
279,503,227
124,504,193
320,503,197
194,507,165
183,507,190
190,510,215
407,511,181
156,511,182
