461,20,213
436,40,237
457,44,218
478,73,230
329,74,231
330,93,233
350,96,170
347,97,165
351,99,162
358,104,235
236,106,155
347,108,241
361,109,219
284,111,183
341,111,183
374,112,225
264,115,193
325,116,195
330,122,275
230,122,182
251,123,131
248,125,195
332,130,256
296,131,194
250,132,155
236,133,200
345,136,309
360,138,178
218,142,228
229,146,181
297,148,200
413,151,322
307,153,194
381,153,271
266,155,164
413,155,315
233,156,153
236,158,242
228,160,181
241,163,293
366,163,263
233,168,214
216,169,157
139,171,165
301,172,183
352,175,238
421,180,206
138,180,181
377,185,160
216,186,200
297,186,171
428,186,283
366,192,238
134,194,158
417,195,315
449,195,316
196,201,168
430,202,331
189,206,183
432,206,270
292,206,176
398,207,209
299,210,220
185,210,157
284,211,183
311,211,177
393,211,369
235,213,160
113,217,154
394,219,324
266,225,236
272,227,131
254,230,122
285,228,206
168,230,187
256,232,258
326,232,172
464,239,270
447,240,326
219,241,185
417,244,292
165,245,154
185,246,169
326,247,225
212,248,168
231,249,263
187,250,162
433,251,181
101,253,208
418,254,218
425,256,378
191,261,133
132,263,161
190,264,161
194,265,162
272,269,225
292,271,271
478,272,239
410,282,209
316,284,241
391,284,297
115,288,137
330,288,208
396,288,159
400,291,339
491,292,301
318,294,256
400,293,165
479,297,334
297,298,327
309,298,270
496,301,288
496,307,307
421,309,304
310,310,220
485,311,204
322,317,162
460,322,233
327,325,210
441,326,296
510,330,298
125,338,168
456,339,211
454,341,218
372,342,170
461,345,165
133,348,160
300,350,203
429,351,317
394,355,216
5,356,150
379,359,203
503,365,267
330,366,232
355,367,327
343,369,286
493,375,297
344,377,159
470,378,349
242,379,162
494,381,157
434,385,266
198,387,174
429,396,191
213,399,264
341,408,223
176,424,154
236,425,168
254,425,170
163,431,154
256,441,191
202,445,163
238,446,159
210,452,163
246,453,176
218,474,173
