188,287,99
227,288,31
243,290,82
185,294,34
288,294,37
299,299,79
217,302,112
273,307,152
223,308,63
251,310,49
203,312,63
152,317,153
278,319,132
292,323,118
290,326,62
224,329,60
269,330,76
223,332,302
225,332,51
269,332,59
219,344,86
258,344,62
83,347,251
215,347,46
220,346,68
211,348,35
214,359,36
157,361,122
150,365,163
75,375,45
139,378,109
206,382,101
130,389,121
275,389,96
88,389,42
129,396,79
140,397,62
178,399,135
208,400,31
125,402,41
151,405,88
267,412,46
165,412,35
258,417,186
181,418,131
204,423,129
159,428,87
158,432,39
131,434,48
213,435,41
