187,286,68
242,289,37
298,298,53
216,301,38
272,307,69
202,311,39
151,316,131
277,318,87
291,322,121
222,329,97
268,329,29
222,331,197
218,343,47
82,346,268
214,345,32
219,345,35
155,360,112
149,365,150
75,374,40
138,377,93
205,381,50
129,388,133
274,388,84
128,396,124
139,396,78
177,398,104
150,404,84
265,411,66
257,416,141
180,417,133
203,422,43
158,428,32
130,433,79
